word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5	part
правитель	Казалось бы, в этом заключен и вывод, оптимистический финал: <b><i>правителем</i></b> Дании будет не узурпатор, а справедливый монарх.	Мы всегда полагали, а теперь можем доказать сорокалетним опытом, что эти языческие аксессуары, обременительные и для <b><i>правителя</i></b> и для управляемых, теперь столь же нам нужны, как Зевсовы перуны для поддержания теперешней нравственности.	LATER	4.0	4	4	4	4	4	1
переулок	Наташе нужно пройти эту улицу и еще <b><i>переулок</i></b> -- до бульвара; там на углу должна ждать лошадь.	Впредь надлежит иметь в виду следующие соображения: 1. Допускать возможное расширение только главных улиц для проезда экипажей: побочные переулки не заслуживают внимания тогда, как вся сия часть города имеет не более 1 1/2 верст в поперечнике.	COMPARE	4.0	4	4	4	4	4	1
казенный	"Здесь о ""наших достижениях"" рассуждают так: ""Систематические кутежи на <b><i>казенные</i></b> средства; оргии, терроризующие местное население; волокита и застой; неисполнение законов и распоряжений высшей власти; покровительство тем слоям населения, которые, согласно нормам действующего права, должны быть уничтожены, и унижение тех, которые должны быть возвышены"", -- вот что достигнуто партией (разумеется, очевидно, под руководством Сталина)."	А буде из тех присланных ведомостей усмотрит, что в тех городах у гражданских жителей, такого числа полков на квартирах содержать будет не можно: то ему о том потому ж с теми коллегиями сноситься, и объявлять, сколько те города людей могут квартирами содержать, дабы в тех коллегиях могли сыскать к тому лучшей способ заблаговременно; причем главному магистрату старание иметь надлежит, чтоб в каждом городе градские люди несносными постоями отягощены, и от того б в торгах и в промыслах их помешательства не было, и тем в <b><i>казенных</i></b> платежах отговорки не имели.	COMPARE	3.4	4	2	4	3	4	1
осуществимый	Оно вполне <b><i>осуществимо</i></b> в камеральных условиях, при работе с аэрофотоснимками.	"По сути дела: я считаю тему твою глубоко интересной, <b><i>осуществимой</i></b> и продвигающей наше дело"" (из письма Л. С. Выготского к А. Р. Лурия от 12. 06. 1932 г.)."	LATER	3.8	4	4	4	3	4	2
больница	"(Вместо нее Анну Андреевну сопровождала в Италию Ирина Пунина.) 13 октября 1964 г. Анна Андреевна пишет ей в <b><i>больницу</i></b> из Комарова: ""Нина, наверное, мне не надо говорить Вам, что я все время с Вами, я так хорошо себе представляю четырехместную палату, обход врачей, меряние температуры и т.д. Странно мне только, что там не я, а Вы."	А в большом портовом городе, -- ну-ка, кто поручится, что привозная проститутка, два месяца спустя по приезде, не очутится уже в <b><i>больнице</i></b> Учтите характер рынка, цены и риск и увидите, что 3000 франков -- сумма, которую, поклонившись, берут.	COMPARE	4.0	4	4	4	4	4	1
присутствие	Девушка не только сама ни в коем случае не должна употреблять нецензурные слова, но не может мириться с тем, чтобы в ее <b><i>присутствии</i></b> кто-то бранился.	Однако, несмотря на <b><i>присутствие</i></b> филеров, покушение совершилось, и это лишний раз доказывает, что филерское наблюдение без точных данных не способно что-либо сделать.	COMPARE	3.6	3	4	3	4	4	1
орбита	При этом постоянно нужно помнить о допущении, сделанном выше: <b><i>орбиты</i></b> тел солнечной системы круговые.	Но в нашей работе все же главное не открывать, а измерять их точное положение на <b><i>орбитах.</i></b>	EARLIER	3.8	3	4	4	4	4	2
элемент	"Характерно, что даже ученые, которые синтезируют подобные соединения или работают с ними, до сих пор сплошь и рядом употребляют такие термины, как ""необычное валентное состояние <b><i>элемента"",</i></b> ""металлы необычной валентности"", ""необычная степень окисления""."	Сейчас, особенно после утверждения Сталинской конституции, в момент подготовки к выборам в Верховный Совет, церковники стремятся объединиться со всеми враждебными советской власти <b><i>элементами,</i></b> чтобы общими усилиями протащить своих кандидатов в советские органы, а потом вести там через них подрывную работу.	LATER	1.4	1	3	1	1	1	1
орбита	.. корабль вместо торможения, наоборот, получил дополнительную скорость и перешел на другую <b><i>орбиту.</i></b>	А в момент испускания он сваливается вниз, и его подхватывает другая -- более близкая к ядру -- <b><i>орбита.</i></b>	EARLIER	2.4	1	1	2	4	4	2
директор	Что ты не ешь -- обратился он к кадету, впоследствии он был <b><i>директором</i></b> в банке, Рербергу.	Я -- <b><i>директор</i></b> дороги, Ардалион Псищев.	EARLIER	3.6	4	4	3	4	3	1
глянец	-- Maxim в прошлом году поразил смелой по креативу рекламной кампанией, в чем журнал принципиально отличается от других изданий сегмента мужского глянца -- Контентом.	<b><i>Глянец</i></b> значков.	LATER	1.2	1	2	1	1	1	2
свалка	На поворотах автобусы накреняются то вправо, то влево, нас бросает друг на друга, получается веселая <b><i>свалка</i></b> и делегатки звонко и заразительно хохочут.	Описывать это сражение здесь неуместно, да и не умел бы этого сделать, ибо не видал подробностей кровавой <b><i>свалки.</i></b>	COMPARE	2.8	3	3	2	3	3	1
похищение	Сегодня открылась сессия окружного суда, которая будет рассматривать сенсационное дело о <b><i>похищении</i></b> чудотворной иконы Казанской Божье Матери.	С теоретической точки зрения трудно объяснить, почему уголовный закон преследует предъявление подложного документа в суд ко взысканию, как уже оконченное, осуществленное <b><i>похищение,</i></b> и притом преследует несравненно строже, чем самое <b><i>похищение,</i></b> осуществленное при посредстве другого какого-либо ловкого обмана.	EARLIER	4.0	4	4	4	4	4	1
управа	Во многих районах крестьянские представители в общественных комитетах в земские <b><i>управы</i></b> не пошли.	Московская купеческая <b><i>управа</i></b> приступила к сооружению на Щипке обширной богадельни на 300 человек.	COMPARE	3.2	4	3	2	4	3	1
свинцовый	Американская компания Radiation Shield Technologies разработала материал под названием Demron, такой же надежный, как и <b><i>свинцовая</i></b> пластина, но гораздо легче.	"Правда, и в первом я заменил экспансивное, но крикливое ""черти визжат <b><i>свинцовые""</i></b> на более прозаическое, но, как мне кажется, солидное ""пули визжат..."", в чем и прошу твоего авторского извинения""."	LATER	1.6	1	4	1	1	1	2
корпус	2 сентября авиация одного из <b><i>корпусов</i></b> сообщила, что от Даммартена к югу и юго-западу движется пехота.	Многие из них были раздавлены его железным <b><i>корпусом</i></b> или разрезаны винтами.	EARLIER	1.0	1	1	1	1	1	2
игра	Исчезают не только русские <b><i>игры,</i></b> исчезают <b><i>игры</i></b> вообще.	Графиня слушала <b><i>игру</i></b> и пение Лиды очень внимательно и вскоре нашла Лиде и учительницу пения.	EARLIER	1.0	1	1	1	1	1	2
казенный	Кроме того, многие князья ездят на охоту в степи <b><i>казенные</i></b> и принадлежащие крупным частным землевладельцам.	Открытый лист [Норову В. С. на проезд из Праги в Киев] Предъявителю сего Лейб-гвардии Егерского Полка Г-у подпоручику Норову, отъезжающему из Праги чрез Кёнигсграц, Ратибор, Краков, Лемберг, Радзивилл до Киева, следующему по <b><i>казенной</i></b> надобности, коему благоволят Гг., имеющие по тракте сем начальство, чинить свободный и беспрепятственный пропуск и выдавать под квитанцию по одной пароконной форшпанке без малейшего задержания и отводить на ночлег квартиру и давать на одного человека продовольствие.	EARLIER	3.2	3	3	3	4	3	1
мама	Павел промолчал, а через несколько дней сказал: -- Тетенька, давай все-таки мы тебя будем <b><i>мамой</i></b> звать.	К обеду приехали: <b><i>Мама,</i></b> Ксения, Ольга и Ирина.	COMPARE	3.6	3	4	3	4	4	1
ломберный	(Зажигает свечи, садится за <b><i>ломберный</i></b> стол.	Внутри колонн размещены <b><i>ломберные</i></b> столики, зеркала и зеленые лампы игорного дома.	LATER	4.0	4	4	4	4	4	2
мама	-- Ну и что с того -- <b><i>Мама</i></b> благодушно пожимала плечами.	А <b><i>мама</i></b> вовсе статистик.	LATER	4.0	4	4	4	4	4	1
двушка	В Лобне есть даже <b><i>двушки,</i></b> но я про них даже не читала особо, потому что далековато.	"""Двушку"" Томаса мы оставили в соседнем переулке, Мухе я приказал контролировать ситуацию снаружи, а сам вошел вслед за Томасом в обиталище старого паука."	LATER	1.0	1	1	1	1	1	2
валюта	Мы заключаем контракты на тушение лесных пожаров по всему миру и гребем <b><i>валюту.</i></b>	А для бывшего управляющего княжеским домом живописная коллекция означала <b><i>валюту,</i></b> обеспеченное миллионами эмигрантское будущее.	EARLIER	2.8	3	4	4	1	2	2
инкубатор	Вечером он сказал: -- Вот возьми <b><i>инкубатор</i></b> и подежурь ночью, тогда узнаешь, как рисовать на меня карикатуры.	Что ты, побежишь к ребятам с яйцом Мишка вернулся и положил яйцо в <b><i>инкубатор.</i></b>	EARLIER	4.0	4	4	4	4	4	2
насаждение	Ибо ведь действительно правда, что города Украины, где великороссов можно по пальцам перечесть, и вполовину бы не носили того характера, который носят теперь, если бы еврейская интеллигенция не так усердно шла навстречу администрации в смысле <b><i>насаждения</i></b> русского языка.	Жаль поэтому бывает видеть истребление <b><i>насаждений,</i></b> а особенно хороших.	EARLIER	1.0	1	1	1	1	1	1
сомнение	У ребенка носик, правда, был не очень вздернут, но у взрослого его вздернутый нос, вне всякого <b><i>сомнения,</i></b> есть тот же самый нос.	Если бы кто-то из специалистов знал о существовании столь уникального станка, он, без <b><i>сомнения,</i></b> воспользовался бы его конструктивной идеей, создал бы агрегат, отвечающий нашему времени, и таким образом с большим экономическим эффектом решил бы давно волнующую камнерезов проблему.	EARLIER	3.8	3	4	4	4	4	2
мама	-- Но как же смела ты не послушаться <b><i>мамы</i></b> и пойти на берег -- Я не смела!	<b><i>Мама</i></b> хотела отвязать и возвратить лошадку хозяину, но папа ее остановил, зная, что это обидит того, кто дарил лошадь.	COMPARE	3.4	1	4	4	4	4	1
переулок	А утром снова отплыл с удочками в какой-то кривоколенный озерной <b><i>переулок.</i></b>	Вот мы проехали Загородный проспект, вот въехали на Измайловский, вот в переулке ее дом, и на ее окне направо выставлен знак безопасности -- подсвечник, -- снимавшийся на ночь.	COMPARE	2.4	4	2	1	1	4	1
элемент	Летта стал читать мне целый курс по теории строения материи, причем иллюстрировал его рядом опытов разложения <b><i>элементов</i></b> и их синтеза.	Но все эти чувственные <b><i>элементы</i></b> связаны между собою так, что при одном и том же положении в пространстве, при том же освещении и при той же температуре возникают одни и те же образы.	EARLIER	2.6	4	1	1	4	3	1
флакон	И Катя принесла большой пластиковый пакет для двадцати литров мусора -- интересно, почему мусор меряют литрами -- и принялась укладывать в него несвои книги, две пивные стеклянные кружки, наполовину использованный <b><i>флакон</i></b> с туалетной водой.	Множество <b><i>флаконов,</i></b> баночек, тюбиков, щеток и щеточек, пилочек и гребенок, мочалок и губок -- от крохотной до гигантской, которая с королевским достоинством свешивалась над ванной, кремы, ножницы, пинцеты, непонятные электрические машинки не то для массажа, не то для ингаляции, какие-то стеклянно-резиновые приборы, кувшины, тазы и тазики, пульверизаторы в цветных сетках, пушистые полотенца, салфеточки, белоснежный халат, хранивший, казалось, прикосновение нежной атласной кожи, всепобеждающий призывный запах духов, название которых было неизвестно самому Николаю, -- все это каким-то новым, неожиданным образом выказало ему Ирину Александровну.	COMPARE	3.6	4	3	4	4	3	2
инкубатор	Их будто выводят в одном <b><i>инкубаторе,</i></b> и они выходят на свет для одной цели: подставить одну щеку (для удара) режиссеру, а другую (для поцелуя) -- любимым артистам.	Неожиданное препятствие -- Давай не будем делать <b><i>инкубатор,</i></b> а положим яйца в кастрюлю и поставим на печку, -- предложил я.	COMPARE	3.2	3	1	4	4	4	2
мама	Я это видела собственными глазами, когда <b><i>мама</i></b> доставала чистый носовой платок.	После завтрака гуляли и встретили <b><i>Мама,</i></b> Минни и Георгия.	COMPARE	1.0	1	1	1	1	1	1
машина	"Стали ломать матрицы, вставлять в <b><i>машину</i></b> ""ё"", доливать на словолитне шрифты, на пишущих <b><i>машинках</i></b> буквы нет, так две точки над ""е"" ставили руками, полетели приказы."	Невиданный размах производства льнотеребилок в СССР, высокие темпы модернизации и разработки новых <b><i>машин</i></b> послужили своеобразным катализатором для зарубежных фирм.	LATER	2.2	1	2	2	2	4	1
свалка	Но дело в том, что будь это даже всё Толстые, -- и они не могли бы остановить войну, потому что она коренится глубоко не в одних человеческих заблуждениях и пороках, но и в общественных условьях, вследствие которых и люди, совсем не склонные к убийству, видят, что идти защищать свое отечество в этой общей <b><i>свалке</i></b> народов приходится, что это нравственно неизбежно.	Эти громадные отвалы и <b><i>свалка</i></b> верховика и перемывок, правильные квадраты глубоких выемок, где добывался золотоносный песок, бутара, приводимая в движение паровой машиной, новенькая контора на взгорье, а там, в глубине, дымки старательских огней, кучи свежего хвороста и движущиеся тачки рабочих -- все это было до того близкое, родное, кровное, что от немого восторга дух захватывало.	EARLIER	1.2	1	1	1	1	2	1
насаждение	"Параллельно с заводской школой работали и отдельные ""мастера"", малограмотные люди, знавшие только псалтырь, краснопись, цифирь и... треххвостную плетку, как единственный способ <b><i>насаждения</i></b> премудрости в головы заводской детворы."	Такое-то старание имел монарх сей о <b><i>насаждении</i></b> науки знаний в государстве своем.	COMPARE	3.8	4	4	4	3	4	1
собор	Псковский Кремль -- современный вид, впереди Плоская башня, за нею башня Кутекрома -- 1400 годы, за стеною Троицкий <b><i>собор</i></b> 1699 года.	Скоро он приехал и служил в <b><i>соборе.</i></b>	LATER	3.4	4	4	4	4	1	1
директор	Напрасно вылощенный секретарь старался фильтровать публику, уверяя, что дело от <b><i>директора</i></b> не зависит, напрасно и начальник отделения объявлял вызываемым лицам положенные уже резолюции -- ничто не помогало; все хотели видеть самого <b><i>директора,</i></b> надеясь через него получить какое-нибудь облегчение участи политиков.	Вместе с тем не возьмет ли на себя господин <b><i>директор</i></b> труд переговорить с Ребером относительно перемены дня состязания.	EARLIER	3.6	4	3	4	4	3	1
собор	И тут я замечаю, что -- скользко: <b><i>собор</i></b> потеет.	<b><i>Соборы</i></b> созывались по повелению царей.	LATER	1.2	1	1	1	1	2	1
исполнитель	"-- Толстой имеет в виду нетвердое знание ролей некоторыми <b><i>исполнителями</i></b> в ""Смерти Иоанна Грозного"", в первую очередь игравшим Грозного В. В. Самойловым."	Къ сожалню, несмотря на вс стараня <b><i>исполнителей,</i></b> ничего другого на этомъ спектакл не было.	EARLIER	3.6	4	2	4	4	4	2
знатный	Джаму -- добровольцы-воины из <b><i>знатной</i></b> молодежи и богачей.	Она может быть высокою думой для будущего и походить на <b><i>знатную</i></b> даму, которая считает неприличным связываться с настоящим ходом дел, но зато и весь мир, с достодолжным уважением к ее породе, проходит мимо без всякого внимания.	COMPARE	4.0	4	4	4	4	4	1
отделение	С 21/9--41 г. я работал начальником этого <b><i>отделения.</i></b>	Просила писать в семнадцатое почтовое <b><i>отделение</i></b> до востребования, предъявительнице квитанции за No 205824.	COMPARE	3.8	4	4	4	4	3	1
орбита	"Вот и сейчас на <b><i>орбиту</i></b> вокруг планеты выведена новая научная станция -- ""Салют-2"", которая внесет свой вклад в дело исследования и освоения космического пространства."	В 1978 году планируется осуществить первый запуск на <b><i>орбиту,</i></b> а в 1980-1982 годах -- начать регулярную эксплуатацию системы.	EARLIER	4.0	4	4	4	4	4	2
смотритель	И <b><i>смотритель,</i></b> не слушая криков женщин, стал отпирать варницу.	Невдалеке стоявший <b><i>смотритель</i></b> острога делал вид, что ничего не замечает, и только спустя четверть часа крикнул: -- Полно вам!	EARLIER	3.8	3	4	4	4	4	1
мама	-- <b><i>Мама,</i></b> когда мы будем делить елку -- приставали к ней.	"Поутру рано, с зорькою, будит меня <b><i>мама</i></b> Федосья: ""Вставай, Катюша, обряжай вот эту одежу, -- платье мне простенькое припасла, -- да пойдем-ка мы с тобой к Пафнутию в Боровск, помолимся!"	EARLIER	3.0	2	1	4	4	4	1
юношество	Внушили <b><i>юношеству,</i></b> что каждый может греметь на всю страну.	Только при условии, что окончательно будет отброшена система муштры и казарменного духа, только при развитии допризывной подготовки и спорта, при воспитании <b><i>юношества,</i></b> мы сумеем создать действительно стройный и грозный военный коммунистический лагерь, стройный организм милиции.	LATER	4.0	4	4	4	4	4	1
двушка	-- Я. -- Так что ж ты не позвонил сперва -- А какая разница Ну, <b><i>двушки</i></b> не было.	Крестьянскя <b><i>двушки</i></b> и женщины академика А. Архипова, полнотлыя, съ такимъ завиднымъ избыткомъ здоровья и загара, въ яркихъ платьяхъ, въ которыхъ преобладаетъ красный цвтъ, переносять насъ въ воскресную, деревенскую Россю.	EARLIER	1.0	1	1	1	1	1	2
пружина	И посему весьма несомненная и преполезная истина есть то, что воспитание подобно сложной машине, в которой составлены многие разные <b><i>пружины</i></b> и колеса, которым надобно приводить в движение одному другое, если должно воспоследовать потребное действие.	Всеобщая <b><i>пружина,</i></b> кажется, приводитъ большую частъ наци въ новую дятельность и жизнь; такое старане, такое домогательство неминуемо должно быть полезно!	EARLIER	2.0	1	3	1	4	1	1
переулок	И девки рассыпались по переулкам.	Целые вереницы пестрых барышень мелькали по зеленым переулкам, поглядывая исподлобья на молодых офицеров.	COMPARE	4.0	4	4	4	4	4	1
корпус	"Применение специального уплотнения исключает появление ""мостиков холода"" и позволяет добиться высокой теплоизоляции <b><i>корпуса</i></b> кондиционера."	С годами у поморов появились сравнительно прочные мореходные суда с оригинальной конструкцией <b><i>корпуса,</i></b> которые выдерживали свирепые морские штормы, сжатия и удары пловучих льдов, преодолевая тонкие молодые льды.	COMPARE	3.4	4	4	1	4	4	2
правитель	-- И за что они мне не доверяют! за что они мне не доверяют! -- восклицает он, обращаясь к <b><i>правителю</i></b> канцелярии, стоящему поодаль с портфелью под мышкой.	Но как место сне совершенно открытое, то я пробыл у оного несколько часов под парусами и, взяв свежих съестных припасов, отправился к порту Монтерей, где, как я известился здесь, находился капитан-лейтенант Гагемейстер, главный <b><i>правитель</i></b> компанейских колоний, с которым я имел нужду говорить о состоянии компании в здешней стране.	EARLIER	3.2	4	4	1	3	4	1
исполнитель	Стычка цивилизованного германца с языческими казахами совсем не помешала <b><i>исполнителю</i></b> жертвоприношения Канату Ибрагимову и Эрнсту сойтись чуть позже снова.	Танцуют чинные народные танцы, увлекаются <b><i>исполнителями</i></b> простых мелодичных песенок.	COMPARE	2.2	4	1	2	1	3	2
провальный	Подготовка к референдуму в Чечне до прошлой недели носила <b><i>провальный</i></b> характер, причем как в центре, так и в самой республике.	"Странная закономерность: самые ""бюджетные"" программы оказываются самыми <b><i>провальными</i></b> в исполнении."	LATER	3.8	4	3	4	4	4	2
палата	-- Не так, не так... -- ворчит Никодим Петрович, сидя на своей койке, тоже завернутый в одеяло -- в <b><i>палате</i></b> прохладно, а халатов нет.	Кто может, кроме вас, обличить изверга -- по званию и месту, стоящего выше закона, -- изверга вроде нашего председателя (казенной, уголовной, удельной <b><i>палаты.</i></b>	COMPARE	1.0	1	1	1	1	1	1
знамя	Воевали на суше и на море, в одиночку и союзами, под <b><i>знамёнами</i></b> партии гвельфов и под <b><i>знамёнами</i></b> партии гибеллинов.	Но немногие из них могут сравниться в значении с образом из небольшого северного городка Тихвина: Владимирская, которую князь Андрей Боголюбский в преддверии татарского разорения Киева перенес на северо-восточные земли и послужил тем самым будущему возвышению нового русского государства; Смоленская, как щит прикрывавшая Русь с Запада, от посягательства польских орд и тевтонского клина; Казанская, ставшая <b><i>знаменем</i></b> присоединения к Москве земель и народов Поволжья, Урала, Сибири.	LATER	1.2	1	2	1	1	1	2
бескомпромиссность	И безжалостно расставляются акценты: <b><i>бескомпромиссность</i></b> -- такая желанная и недоступная внизу -- ее дарят нам горы.	А за убийство что полагается -- Смерть, -- со свойственной ей <b><i>бескомпромиссностью</i></b> заявила Катя.	EARLIER	3.4	4	4	2	3	4	2
глянец	Напрягая плечо, так что оно становилось горячим, он растирал мазь пробкой и разглаживал до глянца ладонью.	Совершенно измученный Рудольф Ригольдович Клике наводил последний <b><i>глянец.</i></b>	EARLIER	1.8	1	2	1	1	4	2
мазь	Горела на воре шапка, закатала-замучила Клычкова стыдобушка, не мог он с мужичками в смех, в разговор вступить, а уехать тоже -- куда теперь Так и болтался неприкаянным средь обозов часа полтора: спрашивал прикуривать, справлялся про фураж, про колесную <b><i>мазь,</i></b> про хлеб, про консервы, про деревню -- дальние, мол, али ближние И все это не удавалось, не получалось.	Употребить эту <b><i>мазь</i></b> в остроге он не смел и выжидал своего двенадцатилетнего срока каторги, после которой, выйдя на поселение, непременно намеревался воспользоваться рецептом.	COMPARE	3.0	3	1	4	4	3	1
осуществимый	-- Это <b><i>осуществимо</i></b> только при создании сильного и дееспособного министерства внутренних дел республики.	На прямых параллельных путях это невозможно, зато вполне <b><i>осуществимо</i></b> на концентрических окружностях.	COMPARE	3.4	4	4	1	4	4	2
прозвище	С ними еще трое казаков-хуторян: Федот Бодовсков -- молодой калмыковатый и рябой казак, второочередник лейб-гвардии Атаманского полка Хрисанф Токин, по <b><i>прозвищу</i></b> Христоня, и батареец Томилин Иван, направлявшийся в Персиановку.	"Недаром получил он <b><i>прозвище</i></b> ""мертвой мысли"", то-есть человека, который молчит подобно могиле."	LATER	3.8	4	4	3	4	4	1
собор	Успенский <b><i>собор</i></b> в Звенигороде -- построен князем Юрием Дмитриевичем звенигородским в 1399 году из белого камня.	"А 1 марта по всем <b><i>соборам</i></b> и церквам ""паки"" присягали уже самодержавной императрице: верноподданнической совестью помыкали и налево и направо с благословения духовенства."	COMPARE	4.0	4	4	4	4	4	1
взлом	Один раз Гарик-морфинист даже участвовал с ними -- Костей, Эди, Ленькой Тарасюком -- во <b><i>взломе</i></b> магазина.	-- Стало быть, -- продолжал Пинета, -- вы решили, что я -- лучший специалист по сталелитейному делу и увезли меня для того, чтобы я устроил вам все технические приспособления для <b><i>взлома</i></b> сейфов госбанка -- О, вы попали в самую точку!	EARLIER	4.0	4	4	4	4	4	2
отделение	"Борта двойные, в них находятся воздушные отсеки, поддерживающие среднюю часть -- ""ванну"" из нескольких <b><i>отделений</i></b> -- каскадов."	Придавая весьма серьезное значение означенной организации, Начальник Московского Охранного <b><i>Отделения</i></b> Полковник Заварзин вошел в сношения с тем же секретным сотрудником Иваном Русановым, который освещал эту группу в истекшем году Полковнику фон Котену во время бытности последнего Начальником Московского Охранного <b><i>Отделения.</i></b>	COMPARE	1.0	1	1	1	1	1	1
сомнение	Закон об обязательном страховании автогражданской ответственности вступит в силу с 1 июля 2003 года -- теперь в этом уже нет никаких <b><i>сомнений.</i></b>	А он Чем он занимается Чему радуется Что считает великим открытием Да мужское ли все это дело Не смешно ли он выглядит Мог бы, например, он с увлечением рассказывать о своих открытиях друзьям И хотя он произнес целую речь, отвечая себе, и хотя на каждое предполагаемое возражение была у него и своя мысль, все же <b><i>сомнение</i></b> не покидало Алексея Алексеевича, и оттого охватывала его тоска.	COMPARE	2.8	1	4	1	4	4	2
переулок	Ему бы хотелось домой; но бабушка велела еще повернуть в какой-то <b><i>переулок.</i></b>	Вот что происходило накануне открытия карнавала, в пятницу вечером, в глухом переулке, недалеко от главного рынка Флоренции, в доме еврея Ионафана дель-Гуадо.	EARLIER	4.0	4	4	4	4	4	1
провальный	Он не чувствовал себя отдохнувшим, но что-то улеглось, успокоилось в его душе, а переходить от <b><i>провального</i></b> сна к бодрствованию привык давно, не тратя времени ни на расспросы, ни на размышления.	(Его еще называют <b><i>провальным).</i></b>	EARLIER	1.2	2	1	1	1	1	2
палата	"Мачехин никак не согласился быть прежде у де-Бриена и 30 октября представлялся прямо королю Людовику XIV, который при его входе в <b><i>палату</i></b> встал и шляпу снял, потом сел и спросил о здоровье царя; Мачехин заметил, что про здоровье великого государя спрашивают вставши; Людовик отвечал: ""Про государево здоровье я спрашивал, шляпу снявши, а того у нас не ведется, что стоя спрашивать"", но, сказавши это, встал и переспросил о здоровье."	Почти все время он нравственно преобладал над парламентом, но полгода назад обнаружилось довольно острое столкновение с обеими законодательными <b><i>палатами,</i></b> и из него Столыпин не вышел победителем.	EARLIER	1.0	1	1	1	1	1	1
вышка	Система охраны стены постоянно совершенствовалась: к уже существующим бетонным заграждениям, пулеметным <b><i>вышкам</i></b> и собакам постоянно добавлялись все новые хитрые самострелы, мины-ловушки.	"Те <b><i>вышки-маяки,</i></b> с которых кричали: ""Черкесы!"	COMPARE	3.4	3	4	4	4	2	2
перестройка	"Я тогда говорил, к каким тяжелым последствиям неминуемо ведет курс Горбачева, и меня прямо спросили: ""Скажи, Сергей, ты что же, противник <b><i>перестройки"".</i></b>"	-- Не будь <b><i>перестройки,</i></b> такая встреча не состоялась бы, -- сказал проходя мимо никем не узнанный М.С. Горбачев.	LATER	4.0	4	4	4	4	4	2
перестройка	К началу <b><i>перестройки</i></b> льняной клин составлял около 1 млн. га.	"Мао Цзэ-дун и китайская культурная революция"", а еще раньше книгу ""Перестройка идеологии и психологии тотализма: изучение ""промывки мозгов"" в Китае"", т.е. занимался предметом, по моему убеждению, исключительно близким джонстаунской трагедии."	COMPARE	2.6	4	4	1	2	2	2
элемент	В повести знакомство их происходило при довольно обедненных обстоятельствах, потому что автор строил этот важнейший эпизод на несоизмеримо меньшем количестве образующих координат, чем строит жизнь, для которой самое мелкое событие -- полновесный кристалл с участием всех наличных <b><i>элементов</i></b> мира.	Таким образом, <b><i>элемент</i></b> искренности -- вот, по свидетельству самого автора, отличительная черта его писаний.	COMPARE	2.4	3	1	3	1	4	1
