word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
управление	Третий день живем под хоз. <b><i>управлением</i></b> Дуни и хорошо.	"Я сидел в своем кабинете в своем ""туркестанском"" <b><i>управлении.</i></b>"	LATER	1.0	1	1	1	1	1
управление	Увы, особливо в первые годы своего <b><i>управления</i></b> министерством юстиции Набоков немало содействовал своим либерализмом вернее пассивного уровня в личном составе своего ведомства.	Оставя во многих случаях безполезное, а нередко и вредное, единообразие как в законах, так и в податях толико пространнаго государства, какова Россия, можно бы соляной доход сделать гораздо простее для казны во <b><i>управлении.</i></b>	EARLIER	2.4	2	4	1	2	3
управление	Что он обладает невероятным даром интриги, что прежнего начальника <b><i>управления</i></b> и всех возможных кандидатов на этот пост он переиграл в несколько ходов, что.	Во всех <b><i>управлениях</i></b> и отделах, в райисполкомах до 1 июля должны быть разработаны конкретные мероприятия по дальнейшему улучшению деятельности предприятий городского хозяйства, транспорта и связи, торговли и общественного питания, бытового и коммунального обслуживания, здравоохранения, культуры с тем, чтобы обеспечить всюду высокое развитие движения за коммунистический труд, за высокую культуру и образцовую работу.	LATER	3.8	3	4	4	4	4
управление	Чтобы иметь какое-нибудь основание или исходную точку для дальнейших суждений этого комитета, мною приготовлены были: исторический взгляд на финансовое наше <b><i>управление,</i></b> сравнительное обозрение организации сей части в Англии, Франции, Пруссии и Австрии и свод разных суждений по тому же предмету, происходивших в знаменитом некогда комитете 6 декабря 1826 года.	Счастье ли тому способствовало, или так распоряжался уж Пукин, но в два года уезд под его <b><i>управлением</i></b> дал Сандараки вдвое больше прежнего.	EARLIER	1.6	1	4	1	1	1
управление	Эта операция подготовлялась в течение 4-5 суток под руководством Военного Совета и штаба армии и по их заключению, а также по докладам командиров дивизий была подготовлена хорошо, все вопросы организации боя и <b><i>управления</i></b> во всех звеньях командного состава отработаны детально на местности.	Я знаю про себя, что мне не нужно отделение себя от других народов, и потому я не могу признавать своей исключительной принадлежности к какому-либо народу и государству и подданства какому-либо правительству; знаю про себя, что мне не нужны все те правительственные учреждения, которые устраиваются внутри государств, и потому я не могу, лишая людей, нуждающихся в моем труде, отдавать его в виде подати на ненужные мне и, сколько я знаю, вредные учреждения: я знаю про себя, что мне не нужны ни <b><i>управления,</i></b> ни суды, производимые насилием.	COMPARE	1.4	1	1	1	3	1
управление	Эта система и поныне действует в Италии, и, притом, с большим, чем у нас при Ленине перевесом в сторону линии <b><i>управления,</i></b> так лак эту линию должен вести не только диктатор Муссолини, но ее охраняет еще наследственная власть короля.	Болгарские машины ЕВ 654.27 отличаются большим свободным ходом, вилочным выравнивателем, пневматическими шинами и импульсным <b><i>управлением</i></b> скоростью.	LATER	1.8	3	2	1	1	2
философ	"""В церемониал посвящения в 18-ю степень, т. е. в рыцари Розового Креста, говорит тот же <b><i>философ,</i></b> ложа обивается черным, в глубине ее воздвигается жертвенник, а над ним, в прозрачной картине, изображаются три креста, из которых на среднем видна обыкновенная надпись ""I.Н.Р.I."" Братья, облаченные в священнические одежды, должны сидеть на земле, с видом глубокого размышления и сетования, опустивши лицо на свои руки в знак горести."	Несмотря на обещание откровенности с Дмитрием, я никому, и ему тоже, не говорил о том, как мне хотелось ездить на балы и как больно и досадно было то, что про меня забывали и, видимо, смотрели как на кого-то <b><i>философа,</i></b> которым я вследствие того и прикидывался.	COMPARE	3.8	4	4	3	4	4
философ	"""Да, говори, -- повторил <b><i>философ,</i></b> -- говори смело, противопоставь твердую мудрость страстям человеческим, говори, что ты не хочешь лишиться благословения Божия, принимая участие в убийстве и смерти, грабеже и бедствиях, какие изливаются на Царьград, если только с мечом убийцы ты решишься исполнить судьбы -- Божественные!"" -- А! я этого не знал."	Это утверждает не <b><i>философ-лицемер,</i></b> не моралист-потатчик, а я -- преступник из преступников.	EARLIER	2.4	2	4	2	3	1
философ	"-- И какие такие <b><i>философы,</i></b> коровьи дети, у вас в Калуге родятся ""Неужто немцы"", ""Неужто танки"" Все твои вопросы наперед знаю."	Искусство греков, освещенное их светлым, жизнерадостным восприятием мира, возвышенные, хотя порою выраженные в неясной, затемненной форме мысли ученых и <b><i>философов,</i></b> которых слушал Микельанджело, глубоко захватили его.	LATER	3.6	3	4	4	4	3
философ	-- Лет тридцать назад, -- сказал Андрей, -- один английский <b><i>философ</i></b> тоже взывал -- слезы Вертера или белый уголь!	Как мы видим, Юрий Олеша воспринял далеко не лучшую идею из диалектики великого <b><i>философа.</i></b>	LATER	4.0	4	4	4	4	4
философ	-- Руссо плачет, Байрон в отчаянии, Наполеон тревожится, Сократ оправдывается, <b><i>философы</i></b> ссорятся, никто не доволен.	В Марбурге у знаменитого в то время <b><i>философа</i></b> Вольфа он впервые узнал, что представляет собою настоящая живая наука; с жадностью набросился он на изучение естествознания и поражал своего учителя одновременно и своими удивительными успехами в науках, и не менее удивительной бесшабашностью своей студенческой жизни.	EARLIER	3.6	4	4	3	4	3
философ	<b><i>Философ</i></b> начал на досуге осматривать те места, которые он не мог разглядеть ночью.	-- Религия -- ведь это значит вера; так неужели же теперь, по-вашему, и веры не надо иметь Я. -- Послушали бы вы, маменька, что говорит вон немецкий <b><i>философ</i></b> Шеллинг (я только что слышал о нем в 10--м нумере от одного ярого поклонника -- профессора Петербургской медико-хирургической академии Веланнского).	EARLIER	3.2	3	3	4	4	2
философ	А между тем герою нашему готовилась пренеприятнейшая неожиданность: в то время, когда блондинка зевала, а он рассказывал ей кое-какие в разные времена случившиеся историйки, и даже коснулся было греческого <b><i>философа</i></b> Диогена, показался из последней комнаты Ноздрев.	-- Ах, боже мой, господин <b><i>философ!</i></b>	EARLIER	3.2	3	4	4	3	2
философ	Августин не мог противиться чарам последнего великого греческого <b><i>философа</i></b> и что идеями Плотина напоены творения величайших отцов церкви и несравненных мистиков средневековья.	<b><i>Философы</i></b> о том различно думают, а я следующее мнение принимаю, что петух перемену погоды провещать может.	COMPARE	3.6	4	3	3	4	4
философ	В Германии, например, жить зимой несносно: <b><i>философы,</i></b> ученые, музыканты, педанты на каждом шагу.	"Играна была комедия ""Женатый <b><i>философ"",</i></b> которую смотрели великое множество женатых нефилософов."	EARLIER	3.8	4	4	3	4	4
философ	В богословии Димитрий был именно <b><i>философ,</i></b> прежде всего.	Кант жаловался Платону на тугоумие молодого <b><i>философа,</i></b> а <b><i>философ</i></b> спал в час вечерних сумерек с бледным, ироническим лицом и сжатыми губами.	COMPARE	3.4	4	4	4	2	3
философ	В первой книжке и появились два начальные параграфа <b><i>философам</i></b> и политикам.	Спасибо, <b><i>философ,</i></b> и тебе, стрекоза, вы, чай, не забыли еще ваших кадетских прозвищ, что посетили своего бедного однокашника.	EARLIER	3.0	3	2	2	4	4
философ	В прошлом веке немецкий <b><i>философ</i></b> Гартман предлагал кончать жизнь самоубийством, лучше -- всем людям разом.	Слуга мой скажет вам, где я, ожидающий вас с нетерпеливостию Хотя гонители премудрости и наперсники Венерины, господа петиметры и говорят, что сожаление нашей сестре нимало не сродно, однако я почитаю, что они в сем случае столько знающи, сколько <b><i>философы</i></b> в доказательстве о том, что есть поцелуй.	COMPARE	3.4	4	4	4	1	4
философ	В числе советников редакции находятся американский <b><i>философ</i></b> культуры Gerald Heard и знаменитый английский писатель Aldous Huxley.	<b><i>Философом,</i></b> или мыслителем, Павский не был.	LATER	3.6	4	4	4	2	4
философ	В этом отношении он сходится с <b><i>философом</i></b> Гербертом Спенсером, который, независимо от Бронна, хотя и позже его, пришел к тому выводу, что прогресс заключается в ряде обособлений, сменяющихся следующим за ним сосредоточением и слиянием отдельных частей в общее целое.	"И рече <b><i>философ:</i></b> ""Воистинну в того веруем, того бо пророки предвозвестили, яко богу родитися от девы, а другие, что распяту и погребенну быть, в третий день воскреснути и на небеса взыти."	EARLIER	3.6	4	2	4	4	4
философ	Ведь так когда-то, в ранней юности, поэт-философ Полициано рисовал ему идеальную любовь.	О <b><i>философы!</i></b>	COMPARE	3.4	4	3	3	3	4
философ	"Вот оно: ""Сократ был греческим <b><i>философом.</i></b>"	Если бы рассказ был напечатан в журнале, я, наверное, стал бы энергично продолжать беллетристическую деятельность и стал бы не <b><i>философом,</i></b> а романистом.	LATER	3.8	4	4	3	4	4
философ	Генеральность наук, или общественность всего познания человеческого, ограничивается познанием сего чувствуемого нами света и содержащихся в нем вещей, а такую науку называют <b><i>философы</i></b> космологиею или космографиею.	-- Прелестная Неонилла! -- сказал я голосом и с ужимкою <b><i>философа,</i></b> -- ты рассуждаешь весьма разумно, но несколько не сообразясь с обстоятельствами.	EARLIER	3.8	4	4	3	4	4
философ	Две прекрасные сцены с этими двумя педантами вызвали раздражение парижского <b><i>философского</i></b> факультета, и непонятно, почему оно не вылилось в большой скандал, потому что, как я уже говорил раньше, смеяться над <b><i>философами</i></b> аристотелевской школы было крайне небезопасно.	<b><i>Философ-агностик</i></b> возводит мнимую преграду на пути научного познания и пытается <b><i>философски</i></b> доказать принципиальную невозможность ее преодоления.	LATER	3.2	1	4	4	3	4
философ	Джон Дьюи (1859-1952) -американский <b><i>философ,</i></b> психолог и педагог, видный представитель прагматизма (от греческого pragma-дело, действие; <b><i>философия</i></b> действия), ведущего направления в <b><i>философии</i></b> и педагогике в Соединенных Штатах Америки.	-- Нет, брат, -- продолжал Шубин, -- ты умница, <b><i>философ,</i></b> третий кандидат Московского университета, с тобой спорить страшно, особенно мне, недоучившемуся студенту; но я тебе вот что скажу: кроме своего искусства, я люблю красоту только в женщинах.	COMPARE	4.0	4	4	4	4	4
философ	Древний <b><i>философ</i></b> Анаксагор, видя себя в старости мало призираема от Перикла, коему он был учитель, принял намерение умереть с голоду; и как уведомившись о том Перикл, всячески его просил, чтоб он не отрицался жить еще на свете; тогда Анаксагор сказал ему: Перикл! которые имеют нужду в свете от лампады; те не позабывают лить в нее масло.	"И сию то <b><i>философию</i></b> свою сказал быти Антоний Великий, егда вопрошающым его языческим <b><i>философом,</i></b> где суть книги его, показал на весь мир и рекл: ""Сия есть книга моя""."	EARLIER	3.8	4	4	4	4	3
философ	За исключением небольшой группы правоверных кантианцев, русские <b><i>философы</i></b> очень склонны к так называемому онтологизму при разрешении вопросов теории познания, т. е. к признанию, что познание не является первичным и определяющим началом в человеке.	"После всего, что видел и слышал он в чужих краях, не удовлетворяли его Измарагды, Златоструи, Торжественники, которые заключали весь круг человеческих знаний в таких вопросах и ответах: ""Отгадай, <b><i>философ,</i></b> курица ли от яйца, или яйцо от курицы -- Кто родился прежде Адама с бородою -- Козел."	COMPARE	3.4	4	2	4	4	3
философ	Здесь <b><i>философ</i></b> остановился: он казался объят чувствованием скорбным и глубоким.	Такие были мнения древних <b><i>философов,</i></b> из которых я токмо малое число вам именовал.	EARLIER	3.8	4	4	3	4	4
философ	Знаменитый английский <b><i>философ</i></b> Герберт Спенсер, которого никак нельзя обвинить в узости взглядов и в консерватизме, с большим жаром восстал против учений коллективизма, стремящихся низвести человеческую личность на степень однообразия и посредственности.	Вместе с тем он был <b><i>философ,</i></b> математик и свободно говорил и писал по-латыни, потому что до того был профессором римской словесности.	EARLIER	3.8	3	4	4	4	4
философ	И даже у <b><i>философов.</i></b>	"Может быть, человечеству не суждено в этом отношении никогда измениться, может быть, и через тысячу лет люди будут гораздо более дорожить ""выводами"", теоретическими и практическими, из истины, чем самой истиной, -- настоящим <b><i>философам,</i></b> т. е. людям, знающим, что им нужно и чего они добиваются, это вряд ли помешает."	EARLIER	3.8	4	4	3	4	4
философ	И подлинно то так, что я <b><i>философ,</i></b> да еще и великий <b><i>философ.</i></b>	Когда <b><i>философ</i></b> вышел из своего убежища, он увидел несчастного Порфирия: едва собрал страдалец столько сил, чтобы влачась по полу, впотьмах, дотащиться до ближайшей к <b><i>философу</i></b> комнаты.	EARLIER	3.4	3	4	4	2	4
философ	Истина никого не минует, от истины никто не спасется: это, только это и соблазняло <b><i>философов.</i></b>	-- Леа подтолкнула Чезаре, шепнув: -- Ого, наш капитан, оказывается, <b><i>философ!</i></b>	LATER	2.8	2	3	4	2	3
философ	"Касаясь материалистического взгляда древнего <b><i>философа</i></b> Гераклита, по которому ""мир, единый из всего, не создан никем из богов и никем из людей, а был, есть и будет вечно живым огнем, закономерно воспламеняющимся и закономерно угасающим"", Ленин говорит ""Очень хорошее изложение начал диалектического материализма"" (Ленин, ""Философские тетради"", стр. 318). б) В противоположность идеализму, утверждающему, что реально существует лишь наше сознание; что материальный мир, бытие, природа существует лишь в нашем сознании, в наших ощущениях, представлениях, понятиях, марксистский <b><i>философский</i></b> материализм исходит из того, что материя, природа, бытие представляет объективную реальность, существующую вне и независимо от сознания; что материя первична, так как она является источником ощущений, представлений, сознания, а сознание вторично, производно, так как оно является отображением материи, отображением бытия; что мышление есть продукт материи, достигшей в своем развитии высокой степени совершенства, а именно продукт мозга, а мозг -- орган мышления; что нельзя поэтому отделять мышление от материи, не желая впасть в грубую ошибку."	Марксизм имеет своих искренних сторонников среди <b><i>философов,</i></b> ученых, партийных функционеров новой формации.	LATER	4.0	4	4	4	4	4
философ	Когда <b><i>философу</i></b> подтвердили настойчивое желание Остапа, черноглазый старец заволновался.	У нас много медиков, фармацевтов, юристов, стало много грамотных, но совсем нет биологов, математиков, <b><i>философов,</i></b> поэтов.	COMPARE	3.4	4	4	3	4	2
философ	Любовь женщины кажется этому естественному <b><i>философу</i></b> высшим проявлением свободы.	"Но ""философ"" давно уже не слушает."	EARLIER	2.8	1	4	3	3	3
философ	Многие писатели и <b><i>философы,</i></b> прежде произносившие либеральные фразы, теперь испугались надвигавшихся событий и круто повернулись вправо.	Так в 7-ой класс перевелся к нам из 5-ой гимназии Ильин, Иван Александрович, -- будущий <b><i>философ,</i></b> ставший единомышленником П.Б.	LATER	4.0	4	4	4	4	4
философ	"Молодой <b><i>философ</i></b> не подозревал, что ""глупость"" пустила корни в его собственном сердце и что единственным средством для него уберечься от ее губительного яда было бы никогда больше не видать тех черных сверкающих глаз, чистого лба и обворожительной улыбки."	Тут сооружены монументы героям, патриотам, <b><i>философам,</i></b> поэтам; и я назвал бы Вестминстер храмом бессмертия, если бы в нем не было многих имен, совсем недостойных памяти.	EARLIER	3.6	2	4	4	4	4
философ	Над развернутым фолиантом склонилось лицо <b><i>философа.</i></b>	"Нужно ли говорить, что такой революционный, катастрофический акт, предреченный страшною клятвою апокалиптического ангела, меньше всего подлежит компетенции ученых натуралистов, историков и даже <b><i>философов</i></b> Последние еще способны санкционировать ""условия его возможности""."	LATER	2.8	3	4	1	4	2
философ	Несмотря на то, что в романе чрезвычайно ответственное место отведено интеллигенции, всем своим существом связанной с народом (доктор Гаспар, старый клоун), а также мечущейся, колеблющейся, трепещущей, оторванной от народа интеллигенции (испанец с вращающимся глазом, смотритель зверинца без штанов, преподаватель с прыщом) при относительно объективном освещении ее подлинной роли, <b><i>философов</i></b> в романе нет.	Восточного <b><i>философа</i></b> Гришу Померанца, знатоков и теоретиков фольклора Мелетинского и Пермякова, пару испанистов -- Осповата и Кутейщикову, основателя и директора музея Пушкина в Москве А.Крейна, литературоведа Н.Балашова, колеблющегося <b><i>философа</i></b> А.Гулыгу, издателей С.Потемкина, Б.Грибанова, Г.Соловьева, искусствоведов А.Каменского и Д.Сарабьянова.	LATER	3.0	2	4	2	3	4
философ	Но недаром Кант говорил, что опыт только раздражает <b><i>философа:</i></b> того, чего рациональная <b><i>философия</i></b> добивается, в опыте нет.	(В частных беседах все они, будь то <b><i>философы,</i></b> юристы или социологи, говорили куда проще.)	LATER	4.0	4	4	4	4	4
философ	Но он был поэт, а не <b><i>философ.</i></b>	[Рассуждение о тяжести, движении и спокойствии] Там же Гамбергер предлагает опыты <b><i>философа</i></b> Мушенброка, который сделал два пустые цилиндра из желтой меди, у которых толщина стенок была в 4/16 рейнландского дюйма, а диаметр основания в 1 11/12 дюйма, и плоское основание у каждого из них выглажено было только не до глянцу, или сияния; и когда он между основаниями согретых тех цилиндров положил клею из животных и по прохлаждению повесил их за кольцо на крючке, то нашел, что один цилиндр пристал к другому от того клею силою несколько побольше, нежели в 90 фунтов, от канифоли в 805, а от смолы более 1 400 фунтов, а сколько точно -- неизвестно-де, потому что медное кольцо и железный крючок, на которых они повешены были, переломились; а ежели взять маленькие свинцовые цилиндры, у которых диаметр основания в 6 или 8 линей, а высота в 8 или 12, и ободрать их основания маленькою пилкою, потом, при-ложа основание одного к другому, начать прижимать их, сильно поворачивая между тем около их осей, то те цилиндры и без всякой в промежутке их материи так пристанут один к другому, что надобно разорвать их силою в 18 фунтов. K[АЛАН] 463.	COMPARE	3.6	4	4	4	4	2
философ	"Но тогда, может быть, следует заново употреблять понятия ""бытие"" и ""сознание"" К тем примерам, которые я приводил, <b><i>философы</i></b> до Маркса никогда не применили бы деление на бытие и сознание."	Чтобы угодить королю, Мольер ввел балетную часть, а чтобы угодить себе, ввел в комедию двух смешных <b><i>философов.</i></b>	LATER	3.6	4	4	4	3	3
философ	Нравственность -- это условие нравственных явлений; <b><i>философы</i></b> называют такие условия трансцендентальными.	"Что Шекспир величайший творческий гений, поэт по преимуществу, в этом нет никакого сомнения, но те плохо понимают его, кто из-за его поэзии не видят богатого содержания, неистощимого рудника уроков и фактов для психолога, <b><i>философа,</i></b> историка, государственного деятеля и т. д. Шекспир все передает через поэзию, но передаваемое им далеко от того, чтобы принадлежать одной поэзии"" (""Взгляд на русскую литературу 1847 года"")."	LATER	3.8	4	4	4	4	3
философ	О некоторых современных научно-технических вопросах ...В чем состоит истинное понимание всякого дела и чем оно достигается На этот вопрос еще триста лет тому назад дал ответ великий <b><i>философ</i></b> и математик Декарт.	Повидимому, он не читал тех российских <b><i>философов,</i></b> которые вместе с Д. И.	COMPARE	4.0	4	4	4	4	4
философ	Однако приближенные императора заявили, что убивать <b><i>философа</i></b> не стоит, так как он все равно не сегодня завтра умрет по причине своей крайней болезненности.	Сюда приедет и <b><i>философ</i></b> его, старый наставник и необыкновенный поэт, духовный потомок западных великих поэтов, прочтет им всем новые стихи свои на лоне природы.	LATER	4.0	4	4	4	4	4
философ	"Одно, впрочем, искупало это несходство: Дон Жуан Волкова был все-таки <b><i>философом,</i></b> без системы доказательств, без сторонников, без авторитета (все это имелось у его оппонента Сганареля), но умеющим раздразнить, растревожить все понимающего слугу, который должен признать: ""Вы так оборачиваете дело, что кажется, будто вы правы""."	Он упрекает чрез Диогена сему <b><i>философу,</i></b> что он то говорил единственно для того, дабы иметь благовидный предлог удовольствовать свое сребролюбие и просить себе у Александра всего того, чего получить от него надеялся.	COMPARE	3.2	2	4	3	3	4
философ	Одну секунду они смотрели в глаза друг другу, и Саблин понял, что этот немолодой уже ротмистр, -- и Саблин знал это, -- очень неглупый и образованный человек, <b><i>философ,</i></b> отличный семьянин, муж прекрасной пианистки и отец четырех детей, -- этот ротмистр, не колеблясь, в эту минуту пойдет на смерть, увечье и смертные муки.	"Впоследствии, в 80-х годах, я часто встречался с ним в Москве, где он тогда жил таким же пролетарием, пристроившись учителем в железнодорожной школе, увлекаясь ""свободным религиантством"", изучая современных <b><i>философов,</i></b> вроде Шопенгауэра и Гартмана, и пристрастившись еще более к <b><i>философскому</i></b> импровизаторству."	COMPARE	3.6	4	3	4	3	4
философ	Он даст тебе такое снадобье, от которого <b><i>философ</i></b> Кунц начнет испражняться золотым пометом.	-- Нельзя ли письменно известить -- совершенно хладнокровно приставал неугомонный <b><i>философ.</i></b>	COMPARE	3.8	4	3	4	4	4
философ	"Он молился, конечно, не ради ""холанцкого <b><i>философа</i></b> господина Спинозы"" -- о тоске молился генерал."	"<b><i>Философ</i></b> Фрэнсис Бекон, ниспровергая так называемые ""вечные истины"" средневековых схоластов, призывал к созданию науки, основанной на опыте, на изучении вещей."	LATER	4.0	4	4	4	4	4
философ	Он помнит, что он адвокат, только адвокат, а не <b><i>философ</i></b> и не публицист, и приглашает присяжных заседателей помнить об этом.	Чем более соображал я все черты лица его, рост, взор, тем казалось мне достовернее, что сей великий атаман разбойничий есть не иной кто, как <b><i>философ</i></b> переяславской бурсы -- Сарвил.	EARLIER	3.2	3	2	3	4	4
философ	Откуда такое сознание у <b><i>философа</i></b> Очевидно, оно появляется из понимания того, что человеческие поступки, деяния, диктуемые определенными намерениями, вливаются в общие сцепления и в общий контекст бытия, и свой смысл обретают или получают там, а не в голове совершающего поступок.	-- Славяно-московские <b><i>философы</i></b> Герцена прокляты Марксом самым энергичным образом.	LATER	3.8	4	3	4	4	4
философ	Отныне с железной неотвратимостью прикован к ним взор художника, ибо он не вытерпел, взглянул и увидел, ибо мир, родная земля переполнена несметной силой образин и некуда скрыться от них поэту-философу.	-- Старуха разместила бурсаков: ритора положила в хате, богослова заперла в пустую камору, <b><i>философу</i></b> отвела тоже пустой овечий хлев, <b><i>философ,</i></b> оставшись один, в одну минуту съел карася, осмотрел плетеные стены хлева, толкнул ногою в морду просунувшуюся из другого хлева любопытную свинью и поворотился на другой бок, чтобы заснуть мертвецки.	COMPARE	3.6	4	3	4	3	4
философ	Под влиянием каких-то нахлынувших воспоминаний <b><i>философ</i></b> вдруг схватил обеими руками плоскую чашу и жадно припал к ней, точно старался заглушить большую печаль.	-- Ну пошел, <b><i>философ,</i></b> -- дружелюбно вставил Ежилов и уселся по-турецки рядом с Витей на всякий случай, если кто Витю обидит или сам Витя ошибется: как-никак друзья.	LATER	3.2	4	1	4	4	3
философ	Пусть некоторые врачи думают, что в таких случаях раньше всего заболевает душа, что ошибочно: причина болезни чисто телесная; еще ни один <b><i>философ</i></b> не сумел выработать предписания, как лечить помешательство.	Наконец, <b><i>философ</i></b> застонал в моих когтях и свалился с печи.	COMPARE	2.6	2	3	4	1	3
философ	Сократ некогда был славою и бесчестием своего отечества; первые наставления Епикуровы показались толико несносными набожным душам Афинян, что по изгнании <b><i>философа</i></b> и его противников они повелели прекратить все прения о свойстве богов; но в наступившем годе уничтожили приговор свой, возвратили училищам прежнюю свободу, и удостоверились опытами веков, что нравственный характер <b><i>философов</i></b> совсем не зависит от их умозрительных изысканий.	"Но зачем навязывать свои вкусы Шекспиру Отчего у <b><i>философа</i></b> нет смелости сказать, что Шекспир -- отстал, что он не ""познал"" еще всего и что над трупом Гамлета, а не Брута, нужно было произнести ту похвалу, выше которой Шекспир не знал."	EARLIER	3.8	4	4	4	3	4
философ	Ставрогин любил говорить: -- мои убеждения -- это убеждения того героя, которого я играю на сцене: то я король, то нищий, но бываю и <b><i>философом,</i></b> особенно тогда, когда играю роль Гамлета.	"Я полулежала на высоком сиденьи, уронив на колени руки, глядя вокруг себя на поля и холмы, думала: буду ли я <b><i>философом,</i></b> или брошусь в авантюризм, стану ли только талантливой женщиной и Ириной из ""Дыма"", и как я умру И, может быть, через много лет я буду по каким-нибудь русским дорогам так же ехать в тарантасе и разговаривать с ямщиком, смотреть на золотистое поле и на пепельно-синий лесок, на длинные гряда облаков, упавшие над горизонтом."	COMPARE	4.0	4	4	4	4	4
философ	Старые ученые с мировым именем, <b><i>философы,</i></b> врачи, нестроптивые писатели стояли в очередях у лабазов за получением академического пайка, усиленного лошадиной ногой или ребром: пшено, клюква, что-то вроде чая с запахом кофея, мука, горстка сахару -- и непременно селедка, превосходная русская соленая селедка, великое спасение от голодухи и гибели, -- ей бы, благородной рыбе, поставить бы памятник!	И <b><i>философ,</i></b> закрыв крышку пианино, ушел в соседнюю комнату.	COMPARE	3.2	4	3	2	3	4
